Agapostemon_texanus,communal/solitary,1-mutliple,ground,mass,seasonal,adult,
Habralictus_bimaculatus,communal/subsocial,1-mutliple,ground,mass,aseasonal,none,
Brachynomada_roigi,kleptoparasite,,,,seasonal,prepupal,
Kelita_toroi,kleptoparasite,,,,seasonal,prepupal,
Ericrocis_lata,kleptoparasite,,,,seasonal,prepupal,
Epeolus_pusillus,kleptoparasite,,,,seasonal,prepupal,
Epeolus_compactus,kleptoparasite,,,,seasonal,prepupal,
Leiopodus_singularis,kleptoparasite,,,,seasonal,prepupal,
Exaerete_smaragdina,kleptoparasite,,,,seasonal,,
Sphecodes_crassus,kleptoparasite,,,,,,
Sphecodes_pimpinellae,kleptoparasite,,,,,adult,
Lasioglossum_figurensi,mostly_solitary_sometimes_eusocial/communal,1,ground,,seasonal,none,
Rhopalosoma_nearcticum,parasitoid,,,,,prepupal,
Ceratina_japonica,primitively_eusocial,1,,,seasonal,adult,
Ceratina_calcarata,primitively_eusocial,1,,progressive,seasonal,adult,
Euglossa_viridissima,primitively_eusocial,1,cavity,mass,seasonal,none,
Microstigmus_comes,primitive_eusocial,6-Jan,aerial,mass,aseasonal,none,
Bombus_polaris,primitively_eusocial,1,cavity,progressive,seasonal,adult,
Bombus_terrestris,primitively_eusocial,1,cavity,progressive,seasonal,adult,
Bombus_hypnorum,primitively_eusocial,1,cavity,progressive,seasonal,,
Bombus_jonellus,primitively_eusocial,1,cavity,progressive,seasonal,adult,
Bombus_lucorum,primitively_eusocial,1,cavity,progressive,seasonal,adult,
Bombus_atratus,primitively_eusocial,many,cavity,progressive,aseasonal,none,
Bombus_melanopygus,primitively_eusocial,1,cavity,progressive,seasonal,adult,
Bombus_nevadensis,primitively_eusocial,1,cavity,progressive,seasonal,adult,
Bombus_impatiens,primitively_eusocial,1,cavity,progressive,seasonal,adult,
Bombus_brasiliensis,primitively_eusocial,1,cavity,progressive,,,
Bombus_pensylvanicus,primitively_eusocial,1,cavity,progressive,seasonal,adult,
Augochlorella_persimilis,primitively_eusocial,1-several,ground,mass,seasonal,adult,
Augochlora_phoemonoe,primitively_eusocial,1,stem/wood,mass,seasonal,adult,
Augochloropsis_iris,primitively_eusocial,4-Jan,ground,mass,seasonal,adult,
Augochloropsis_ignita,primitively_eusocial,2-Jan,ground,,seasonal,adult,
Halictus_aerarius,primitively_eusocial,1-mutliple,ground,,seasonal,adult/prepupal,
Halictus_hesperus,primitively_eusocial,,ground,,seasonal,,
Halictus_lutescens,primitively_eusocial,,ground,,seasonal,,
Halictus_tripartitus,primitively_eusocial,1-mutliple,ground,,seasonal,adult,
Halictus_tumulorum,primitively_eusocial,,,,seasonal,,
Halictus_kessleri,primitively_eusocial,,,,,,
Halictus_subauratus,primitively_eusocial,,,,,,
Halictus_farinosus,primitively_eusocial,1,ground,mass,seasonal,adult,
Halictus_poeyi,primitively_eusocial,1-mutliple,ground,mass,seasonal,adult,
Halictus_ligatus,primitively_eusocial,1,,,seasonal/aseasonal,adult,
Halictus_sexcinctus,primitively_eusocial,10-Jan,,,seasonal,adult,
Halictus_scabiosae,primitively_eusocial,4-Jan,ground,mass,seasonal,adult,
Halictus_fulvipes,primitively_eusocial,,,,,,
Lasioglossum_duplex,primitively_eusocial,1,ground,mass,seasonal,adult,
Lasioglossum_calceatum,primitively_eusocial,1,,,seasonal,adult,
Lasioglossum_albipes,primitively_eusocial,1,,,seasonal,adult,
Lasioglossum_apristum,primitively_eusocial,1,,,seasonal,adult,
Lasioglossum_malachurum,primitively_eusocial,1 (rarely >1),ground,mass,seasonal,adult,
Lasioglossum_laticeps,primitively_eusocial,1,ground,mass,seasonal,adult,
Lasioglossum_baleicum,primitively_eusocial,1,,,seasonal,adult,
Lasioglossum_nigripes,primitively_eusocial,3-Jan,ground,mass,seasonal,adult,
Lasioglossum_marginatum,primitively_eusocial,1,ground,mass,seasonal,adult,
Lasioglossum_lineatulum,primitively_eusocial,6-Jan,,,seasonal,adult,
Lasioglossum_umbripenne,primitively_eusocial,4-Jan,ground,mass,seasonal,adult,
Lasioglossum_zephyrum,primitively_eusocial,1,,,seasonal,adult,
Lasioglossum_versatum,primitively_eusocial,4-Jan,,,seasonal,adult,
Lasioglossum_imitatum,primitively_eusocial,6-Jan,ground,mass,seasonal,adult,
Lasioglossum_obscurum,primitively_eusocial,,ground,,seasonal,adult,
Lasioglossum_politum,primitively_eusocial,,,,,,
Polistes_exclamans,primitively_eusocial,4-Jan,aerial,progressive,seasonal,adult,
Polistes_fuscatus,primitively_eusocial,7-Jan,aerial,progressive,seasonal,adult,
Polistes_variatus,primitively_eusocial,7-Jan,aerial,progressive,seasonal,adult,
Polistes_metricus,primitively_eusocial,2-Jan,aerial,progressive,seasonal,adult,
Polistes_chinensis_antennalis,primitively_eusocial,1,aerial,progressive,seasonal,adult,
Polistes_biglumus,primitively_eusocial,1,aerial,progressive,seasonal,adult,
Polistes_cinerascens,primitively_eusocial,multiple,aerial,progressive,aseasonal,,
Polistes_dominula,primitively_eusocial,multiple,aerial,progressive,seasonal,adult,
Polistes_versicolor,primitively_eusocial,multiple,aerial,progressive,seasonal,adult,
Polistes_simillimus,primitively_eusocial,multiple,aerial,progressive,,,
Polistes_lanio,primitively_eusocial,5-Jan,aerial,progressive,,,
Ropalidia_fasciata,primitively_eusocial,4-Feb,aerial,progressive,seasonal,adult,
Ropalidia_marginata,primitively_eusocial,20-Jan,aerial,progressive,aseasonal,none,
Belonogaster_petiolata,primitively_eusocial,1,aerial,progressive,seasonal,adult,
Belonogaster_juncea_juncea,primitively_eusocial,8-Jan,aerial,progressive,aseasonal,none,
Mischocyttarus_cerberus_styx,primitively_eusocial,1-few,aerial,progressive,seasonal,none,
Mischocyttarus_mexicanus,primitively_eusocial,20-Jan,aerial,progressive,seasonal,none,
Mischocyttarus_mastigophorus,primitively_eusocial,7-Jan,aerial,progressive,seasonal,none,
Mischocyttarus_drewseni,primitively_eusocial,8-Jan,aerial,progressive,aseasonal,none,
Synoeca_septentrionalis,primitively_eusocial,swarm,aerial,progressive,aseasonal,none,
Protopolybia_exigua,primitively_eusocial,swarm,aerial,progressive,,none,
Liostenogaster_flavolineata,primitively_eusocial,3-Jan,aerial,progressive,aseasonal,none,
Eustenogaster_calyptodoma,primitively_eusocial,1,aerial,progressive,aseasonal,none,
Eustenogaster_fraterna,primitively_eusocial,2-Jan,aerial,progressive,aseasonal,none,
Parischnogaster_nigricans_serrei,primitively_eusocial,1-several,aerial,progressive,aseasonal,none,
Parischnogaster_mellyi,primitively_eusocial,1,aerial,progressive,aseasonal,none,
Parischnogaster_alternata,primitively_eusocial,5-Jan,aerial,progressive,aseasonal,none,
Lasioglossum_aeneiventre,"primitively_eusocial,_sometimes_solitary/ambiguous",1,ground,mass,aseasonal,,
Halictus_rubicundus,primitively_eusocial/subsocial,1,ground,mass,seasonal,adult,
Halictus_lanei,primitvely_eusocial,1-mutliple,ground,mass,seasonal,,
Epicharis_rustica,quasisocial,16,cavity,mass,,prepupal,
Spilomena_socialis,quasisocial,multiple,aerial,progressive,,,
Arpactophilus_mimi,quasisocial/_subsocial,1-many,aerial,progressive,aseasonal,none,
Microstigmus_nigrophthalmus,quasisocial/_subsocial,1-multiple,aerial,progressive,aseasonal,none,
Caenohalictus_eberhardorum,quasisocial/communal,1-mutliple,ground,mass,aseasonal,none,
Pseudagapostemon_braziliensis,quasisocial/semisocial/ambiguous,multiple,ground,mass,seasonal,,
Augochloropsis_sparsilis,semisocial,1-4 (at least),ground,mass,seasonal,adult,
Caenaugochlora_costaricensis,semisocial,1-mutliple,ground,mass,seasonal,adult quiesence,
Augochloropsis_metallica,semisocial/ambiguous,multiple,ground,,seasonal,,
Corynura_patagonica,semisocial/ambiguous,multiple,,,seasonal,,
Lasioglossum_sordidum,semisocial/communal,multiple,ground,mass,seasonal,adult,
Xylocopa_combusta,semisocial/primitively_eusocial,multiple,stem/wood,,seasonal,,
Exoneurella_tridentata,semisocial/primitively_eusocial/ambiguous,,stem/wood,progressive,seasonal,none,
Euglossa_melanotricha,semisocial/primitively_eusocial,3-Jan,cavity,mass,seasonal,none,
Euglossa_townsendi,semisocial/primitively_eusocial,3-Jan,stem/wood,mass,seasonal,none,
Euglossa_cordata,semisocial/primitively_eusocial,4-Jan,cavity,mass,seasonal,none,
Euglossa_dilemma,semisocial/primitively_eusocial,1,stem/wood,mass,,,
Xenochlora_ianthina,semisocial/primitively_eusocial,1-mutliple,stem/wood,,seasonal,adult quiesence,
Xenochlora_nigrofemorata,semisocial/primitively_eusocial,1-mutliple,stem/wood,,seasonal,adult quiesence,
Lasioglossum_rhytidophorum,semisocial/primitively_eusocial,1,ground,mass,seasonal,adult,
Euglossa_atroveneta,semisocial/primitively_eusocial/ambiguous,10-Jan,cavity,mass,seasonal,none,
Pseudaugochlora_graminea,semisocial/solitary,1-mutliple,ground,mass,aseasonal,none,
Bombus_citrinus,social_parasite,,cavity,progressive,seasonal,adult,
Bombus_rupestris,social_parasite,,cavity,progressive,seasonal,adult,
Anthophora_abrupta,solitary,1,ground,mass,seasonal,prepupal,
Anthophora_pacifica,solitary,1,,,seasonal,adult,
Anthophora_plumipes,solitary,1,ground,mass,seasonal,,
Anthophora_edwardsii,solitary,1,ground,mass,seasonal,adult,
Amegilla_dawsoni,solitary,1,ground,mass,seasonal,prepupal,
Habropoda_miserabilis,solitary,1,ground,mass,seasonal,adult,
Habropoda_laboriosa,solitary,single,ground,mass,seasonal,,
Xylocopa_violacea,solitary,1,stem/wood,mass,seasonal,,
Tetrapedia_diversipes,solitary,1,stem/wood,mass,seasonal,prepupal,
Tetrapedia_curvitarsis,solitary,1,stem/wood,mass,seasonal,prepupal,
Tetrapedia_rugulosa,solitary,1,stem/wood,mass,seasonal,prepupal,
Tetrapedia_garofaloi,solitary,1,stem/wood,mass,seasonal,prepupal,
Ctenoplectra_armata,solitary,1,stem/wood,,,prepupal,
Canephorula_apiformis,solitary,1,ground,,seasonal,prepupal,
Melissodes_druriellus,solitary,1,ground,mass,seasonal,,
Eucera_nigrilabris,solitary,1,ground,mass,seasonal,,
Diadasia_rinconis,solitary,1,,,seasonal,prepupal,
Diadasia_afflicta,solitary,1,ground,mass,seasonal,prepupal,
Ptilothrix_plumata,solitary,1,ground,,seasonal,prepupal,
Exomalopsis_nitens,solitary,1,ground,mass,seasonal,prepupal,
Exomalopsis_sidae,solitary,1,ground,mass,seasonal,prepupal,
Paratetrapedia_swainsonae,solitary,1,ground,mass,seasonal,prepupal,
Tapinotaspoides_tucumana,solitary,1,ground,mass,,,
Centris_tarsata,solitary,1,stem/wood,mass,seasonal,adult/prepupal,
Centris_analis,solitary,1,stem/wood,mass,aseasonal,none,
Centris_conspersa,solitary,1,ground,mass,seasonal,,
Centris_rufosuffusa,solitary,1,ground,mass,seasonal,prepupal,
Centris_vittata,solitary,1,stem/wood,mass,seasonal,adult,
Centris_rhodopus,solitary,1,ground,mass,,,
Epicharis_nigrita,solitary,1,ground,mass,seasonal,prepupal,
Epicharis_dejeanii,solitary,1,ground,mass,seasonal,prepupal,
Epicharis_zonata,solitary,1,ground,mass,seasonal,prepupal,
Epicharis_metatarsalis,solitary,1,ground,mass,seasonal,,
Epicharis_analis,solitary,1,ground,mass,seasonal,,
Eufriesea_smaragdina,solitary,1,stem/wood,mass,seasonal,prepupal,
Agapostemon_sericeus,solitary,single,ground,mass,seasonal,,
Agapostemon_splendens,solitary,single,ground,mass,seasonal,,
Thrincohalictus_prognathus,solitary,1,,,seasonal,adult,
Lasioglossum_oenotherae,solitary,1,ground,mass,seasonal,adult,
Lasioglossum_cognatum,solitary,single,ground,,,,
Lasioglossum_zonulum,solitary,,,,,,
Lasioglossum_occidens,solitary,single,ground,mass,seasonal,,
Lasioglossum_leucozonium,solitary,single,,,,,
Lasioglossum_laevigatum,solitary,single,,,,,
Nomia_melanderi,solitary,1,ground,,seasonal,prepupal,
Pseudapis_unidentata,solitary,single,ground,,,,
Dieunomia_triangulifera,solitary,1,ground,mass,,prepupal,
Dieunomia_nevadensis,solitary,single,ground,mass,seasonal,prepupal,
Xeralictus_bicuspidariae,solitary,1,ground,mass,seasonal,prepupal,
Xeralictus_timberlakei,solitary,1,ground,mass,seasonal,prepupal,
Sphecodosoma_dicksoni,solitary,1,ground,mass,seasonal,prepupal,
Conanthalictus_conanthi,solitary,1,ground,mass,seasonal,,
Dufourea_malacothricis,solitary,1,ground,mass,seasonal,prepupal,
Dufourea_mulleri,solitary,1,ground,mass,seasonal,prepupal,
Dufourea_novaeangliae,solitary,1,ground,mass,seasonal,prepupal,
Dufourea_pulchricornis,solitary,1,ground,mass,seasonal,prepupal,
Dufourea_trochantera,solitary,1,ground,mass,seasonal,prepupal,
Rophites_canus,solitary,1,ground,mass,seasonal,prepupal,
Rophites_hartmanni,solitary,1,ground,mass,seasonal,prepupal,
Rophites_quinquespinosus,solitary,1,ground,mass,seasonal,prepupal,
Systropha_curvicornis,solitary,1,ground,mass,seasonal,prepupal,
Systropha_planidens,solitary,1,ground,mass,seasonal,prepupal,
Systropha_punjabensis,solitary,1,ground,mass,seasonal,prepupal,
Passaloecus_ithacae,solitary,1,stem/wood,mass,seasonal,prepupal,
Passaloecus_mandibularis,solitary,1,stem/wood,mass,seasonal,prepupal,
Pemphredon_lethifer,solitary,1,stem/wood,mass,seasonal,prepupal,
Ancistrocerus_antilope,solitary,1,stem/wood,mass,seasonal,prepupal,
Ancistrocerus_catskill_albophaleratus,solitary,1,stem/wood,mass,seasonal,prepupal,
Euodynerus_foraminatus,solitary,1,stem/wood,mass,seasonal,prepupal,
Euodynerus_leucomelas,solitary,1,stem/wood,mass,seasonal,prepupal,
Symmorphus_cristatus_cristatus,solitary,1,stem/wood,mass,seasonal,prepupal,
Anterhynchium_flavomarginatum,solitary,1,stem/wood,mass,seasonal,prepupal,
Brachymenes_dyscherus,solitary,1,aerial,mass,seasonal,prepupal/ adult,
Alastor_mocsaryi,solitary,1,stem/wood,mass,seasonal,prepupal,
Eumenes_alluaudi,solitary,1,aerial,mass,aseasonal,none,
Zeta_abdominale,solitary,1,aerial,mass,aseasonal,none,
Zeta_argillaceum,solitary,1,aerial,mass,aseasonal,none,
Delta_latreillei,solitary,1,aerial,mass,seasonal,,
Pseudomasaris_phaceliae,solitary,1,aerial,mass,seasonal,prepupal,
Pseudomasaris_edwardsii,solitary,1,aerial,mass,seasonal,prepupal,
Paragia_tricolor,solitary,1,ground,mass,seasonal,prepupal,
Neocorynura_fumipennis,solitary_(rarely_semisocial),1,ground,mass,aseasonal,none,
Paroxystoglossa_andromache,solitary_(rarely_semisocial),1,ground,mass,seasonal,adult/prepual,
Paroxystoglossa_jocasta,solitary_(rarely_semisocial),1,ground,mass,seasonal,adult/prepual,
Paroxystoglossa_spiloptera,solitary_(rarely_semisocial),1,ground,,,adult,
Paroxystoglossa_sebrai,solitary_(rarely_semisocial),,ground,,,adult,
Thrinchostoma_torridum,solitary/subsocial/ambiguous,1,ground,mass,,,"solitary_(uncertain,_likely_subsocial)"
Lasioglossum_godmanae,solitary_or_subsocial,,ground,mass,seasonal,,
Neocorynura_tica,solitary/ambiguous,1,stem/wood,mass,aseasonal,none,
Trimeria_howardi,solitary/_subsocial/communal/_semisocial/ambiguous,7-Jan,ground,progressive,seasonal,prepupal,
Manuelia_postica,solitary/communal,3-Jan,stem/wood,mass,seasonal,adult,
Augochloropsis_diversipennis,solitary/communal,1,ground,,seasonal,adult,
Nomioides_variegatus,solitary/communal,1-several,ground,mass,seasonal,adult,
Nomia_chalybeata,solitary/communal,1-mutliple,ground,,seasonal,prepupal,
Eulaema_meriana,solitary/communal/semisocial/ambiguous,3-Jan,cavity,mass,seasonal,none,
Augochlorella_aurata,solitary/primitively_eusocial,1-several,ground,mass,seasonal,adult,
Xylocopa_virginica,solitary/semisocial,8-Jan,,,seasonal,adult,
Pseudaugochlora_sordicutis,solitary/semisocial,1-mutliple,ground,mass,aseasonal,none,
Lasioglossum_mutilum,solitary/semisocial/primitively_eusocial/ambiguous,2-Jan,ground,,seasonal,adult,
Megalopta_atra,solitary/subsocial,1,,mass,,,
Lasioglossum_lustrans,solitary/subsocial/ambiguous,1,,,,,
Lasioglossum_scitulum,solitary/subsocial/semisocial/primitively_eusocial/ambiguous,1-mutliple,ground,,seasonal,adult,
Xylocopa_imitator,subsocial,1,stem/wood,mass,,,
Xylocopa_flavorufa,subsocial,1,stem/wood,mass,,,
Xylocopa_torrida,subsocial,1,stem/wood,mass,,,
Ceratina_flavipes,subsocial,1,,,seasonal,adult,
Ceratina_iwatai,subsocial,1,,,seasonal,adult,
Ceratina_chalybea,subsocial,1,stem/wood,mass,seasonal,adult,
Augochlora_pura,subsocial,1,stem/wood,mass,seasonal,adult,
Lasioglossum_fratellum,subsocial,1,,,seasonal,adult,
Lasioglossum_nupricola,subsocial,1,ground,,seasonal,adult,
Lasioglossum_opacum,subsocial,1,ground,,seasonal,adult,
Lasioglossum_tenax,subsocial,1,ground,mass,seasonal,,
Lasioglossum_villosulum,subsocial,1,ground,mass,seasonal,adult,
Lasioglossum_guaruvae,subsocial,,ground,,,adult,
Stigmus_fraternus,subsocial,1,stem/wood,mass,,,
Zethus_miniatus,subsocial,1,,progressive,,,
Zethus_unknown,subsocial,1,cavity/aerial,progressive,seasonal,prepupal,
Orancistrocerus_drewseni,subsocial,1,stem/wood,mass,seasonal,prepupal,
Abispa_ephippium,subsocial,1,aerial,progressive,seasonal,none,
Synagris_cornuta,subsocial,1,aerial,progressive,aseasonal,none,
Montezumia_brethesi,subsocial,1,aerial,progressive,,,
Montezumia_cortesioides,subsocial,1,aerial,progressive,aseasonal,none,
Paraleptomenes_miniatus_mephitis,subsocial,1,aerial,progressive,aseasonal,none,
Eustenogaster_nigra,subsocial,1,aerial,progressive,seasonal,adult,
Eustenogaster_scitula,subsocial,1,aerial,progressive,seasonal,adult,
Halictus_quadricinctus,subsocial/communal,6-Jan,ground,,seasonal,,
Lasioglossum_lusorium,subsocial/communal,1,ground,mass,seasonal,adult,
Lasioglossum_hemichalceum,subsocial/communal/semisocial/ambiguous,6-May,ground,mass,seasonal,adult,
Ceratina_okinawana,subsocial/primitively_eusocial,1,,,seasonal,adult,
Megalopta_genalis,subsocial/primitively_eusocial,1,stem/wood,mass,seasonal,adult quiesence,
Megalopta_amoena,subsocial/primitively_eusocial,1-mutliple,stem/wood,mass,seasonal,adult quiesence,
Halictus_confusus,subsocial/primitively_eusocial,1,ground,mass,seasonal,adult,
Exoneurella_lawsoni,subsocial/primitively_eusocial/ambiguous,1,stem/wood,progressive,seasonal,adult,
Xylocopa_aeratus,subsocial/semisocial,multiple,stem/wood,progressive,seasonal,adult,
Xylocopa_bombylans,subsocial/semisocial,multiple,stem/wood,progressive,seasonal,adult,
Xylocopa_nigrita,subsocial/semisocial,multiple,stem/wood,mass,,,
Exoneura_robusta,subsocial/semisocial,8-Jan,,,seasonal,adult,
Ceratina_australensis,subsocial/semisocial,2-Jan,stem/wood,mass,seasonal,adult,
Exoneura_bicolor,subsocial/semisocial/communal,multiple,stem/wood,progressive,seasonal,adult,
Exoneurella_setosa,subsocial/semisocial/primitively_eusocial/communal,multiple,stem/wood,progressive,seasonal,adult,
Braunsapis_puangensis,subsocial/semisocial/primitively_eusocial/communal,multiple,stem/wood,progressive,seasonal,none,
Xylocopa_pubescens,subsocial/semisocial/primitively_eusocial,multiple,stem/wood,progressive,seasonal,adult,
Xylocopa_sulcatipes,subsocial/semisocial/primitively_eusocial,2-Jan,stem/wood,mass,seasonal,adult,
Xylocopa_suspecta,subsocial/semisocial/primitively_eusocial,multiple,stem/wood,progressive,seasonal,none,
Xylocopa_frontalis,subsocial/semisocial/primitively_eusocial,multiple,stem/wood,progressive,seasonal,none,
Xylocopa_grisescens,subsocial/semisocial/primitively_eusocial,multiple,stem/wood,,seasonal,none,
Braunsapis_sauteriella,subsocial/semisocial/primitively_eusocial,3-Jan,stem/wood,progressive,seasonal,adult,
Braunsapis_vitrea,subsocial/semisocial/primitively_eusocial/ambiguous,,stem/wood,,seasonal,none,
Exoneurella_eremophila,subsocial/semisocial/primitively_eusocial/communal,multiple,stem/wood,progressive,seasonal,adult,
